Production_Hours,Workforce_Size,Machine_Efficiency,Raw_Materials_Cost,Maintenance_Hours,Shift_Hours,Total_Production,Production Type,Production Line,Supplier,Date,Production_Volume_Per_Hour,Timestamp_Hour,Department,Equipment_Age_Category,Shift_Category,Project_Complexity,Quality_Risk_Level,Energy_Efficiency_Level,Production_Flexibility,Supply_Chain_Resilience
2.23,1.2,1.29,2.04,1.77,1.4,6.99, Consumer Goods,Line C,Quantum Resource Group,27/05/2023,1.3,3,Quality_Control,New,High,Complex,High,High_Consumption,Flexible,High
1.52,0.31,0.47,0.84,0.33,0.07,1.29, Consumer Goods,Line C,NorthStar Manufacturing,22/03/2023,0.46,19,Logistics,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.18,0.13,0.18,0.41,-0.22,0.54,2.19, Consumer Goods,Line C,Apex Industrial Solutions,12/07/2023,3.73,13,Quality_Control,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.06,0.13,0.1,0.34,0.99,0.49,1.85, Consumer Goods,Line C,NorthStar Manufacturing,06/02/2023,3.73,11,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.19,-0.51,-0.19,-0.53,-0.1,-0.41,-3.88, Precision Components,Line E,NorthStar Manufacturing,22/11/2023,-3.82,1,Logistics,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.06,-0.94,-1.41,-1.03,-0.55,-1.09,-2.54, Industrial Equipment,Line D,Apex Industrial Solutions,03/06/2023,-3.58,12,Maintenance,Old,Low,Moderate,Low,Medium_Consumption,Moderate,Medium
-0.04,-0.58,-0.04,0.11,0.39,0.62,-2.15, Automotive Parts,Line B,Advanced Materials Inc.,10/05/2023,-2.7,0,Quality_Control,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.83,0.58,0.68,0.73,0.11,1.13,3.96, Consumer Goods,Line C,TechCore Suppliers,28/02/2023,1.95,19,Production,New,High,Moderate,Medium,Medium_Consumption,Moderate,Medium
1.51,1.02,1.64,1.45,0.6,1.05,4.56, Industrial Equipment,Line D,Apex Industrial Solutions,12/08/2023,2.72,6,Maintenance,New,High,Complex,High,Medium_Consumption,Flexible,High
0.48,0.95,1.37,1.23,1.03,1.2,4.52, Electronics,Line A,EuroTrade Supplies,06/09/2023,5.5,8,Maintenance,New,High,Complex,High,Medium_Consumption,Flexible,High
-1.19,-0.27,-0.24,-0.15,-0.09,-0.27,-0.92, Precision Components,Line E,TechCore Suppliers,28/08/2023,8.82,16,Production,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
1.44,1.58,1.77,1.22,1.13,1.43,8, Industrial Equipment,Line D,GlobalTech Components,20/10/2023,2.62,20,Quality_Control,New,High,Complex,High,Medium_Consumption,Flexible,High
-0.81,-0.78,-0.47,-0.58,-0.29,-0.24,-0.2, Consumer Goods,Line C,Advanced Materials Inc.,14/10/2023,-0.63,22,Maintenance,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.73,-0.22,0.36,0.08,-0.59,0.39,0.52, Consumer Goods,Line C,GlobalTech Components,23/07/2023,0.45,12,Quality_Control,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
1.43,1.43,1.07,1.05,1.06,1.2,6.5, Consumer Goods,Line C,Quantum Resource Group,09/04/2023,1.6,22,Quality_Control,New,High,Complex,High,Medium_Consumption,Flexible,High
0.81,0.33,0.6,0.57,1.07,1.01,2.84, Industrial Equipment,Line D,Precision Parts Supply,16/12/2023,2.99,9,Quality_Control,New,High,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.09,-0.26,-0.81,-0.77,-1.12,-0.74,-2.81, Consumer Goods,Line C,MegaManufacturing Resources,25/06/2023,-5.27,15,Production,Old,Medium,Moderate,Medium,Low_Consumption,Moderate,Medium
0.31,-0.28,0.31,-0.04,-0.56,-0.15,0.47, Industrial Equipment,Line D,GlobalTech Components,19/09/2023,0.4,5,Quality_Control,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.61,0.58,0.96,1.18,0.07,0.86,3.37, Consumer Goods,Line C,Industrial Innovations LLC,28/09/2023,3.56,15,Quality_Control,New,High,Complex,Medium,Medium_Consumption,Moderate,High
0.09,0.57,0.62,1.28,0.81,1,0.38, Electronics,Line A,NorthStar Manufacturing,23/05/2023,0.71,10,Logistics,New,High,Complex,Medium,Medium_Consumption,Moderate,High
1.17,1.97,1.11,0.77,0.84,1.66,6.76, Electronics,Line A,EuroTrade Supplies,08/07/2023,2.8,19,Logistics,New,High,Moderate,High,Medium_Consumption,Flexible,Medium
0.85,0.77,0.51,-0.03,0.67,0.34,3.17, Automotive Parts,Line B,GlobalTech Components,29/09/2023,1.2,2,Logistics,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.37,0.2,-0.53,0.43,0.27,0.04,-1.19, Consumer Goods,Line C,GlobalTech Components,20/01/2023,-3.39,8,Maintenance,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.05,0.29,0.47,0.5,0,0.33,-1.01, Consumer Goods,Line C,Precision Parts Supply,29/11/2023,-1.7,14,Maintenance,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.39,-0.11,0.39,0.18,-0.3,1.32,4.25, Industrial Equipment,Line D,Quantum Resource Group,27/10/2023,4.6,12,Logistics,Medium,High,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.6,1.16,1.41,1.31,1.45,1.6,7.1, Industrial Equipment,Line D,NorthStar Manufacturing,15/02/2023,8.45,9,Production,New,High,Complex,High,High_Consumption,Flexible,High
0.63,-0.43,0.47,-0.12,0.27,-0.1,0.2, Consumer Goods,Line C,NorthStar Manufacturing,05/04/2023,0.11,19,Production,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.78,0.42,0.08,-0.42,-1.08,-0.72,-2.83, Automotive Parts,Line B,Precision Parts Supply,05/03/2023,-0.79,23,Logistics,Medium,Medium,Moderate,Medium,Low_Consumption,Moderate,Medium
-0.35,-0.46,0.49,-0.63,-0.54,-0.87,-3.39, Consumer Goods,Line C,Apex Industrial Solutions,11/05/2023,-7.79,12,Maintenance,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.69,-0.85,-0.53,-0.4,-0.65,0.01,-0.19, Industrial Equipment,Line D,Precision Parts Supply,09/01/2023,-1.13,16,Maintenance,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
1.52,0.78,1.11,1.07,1.31,1.19,6, Consumer Goods,Line C,Industrial Innovations LLC,22/07/2023,3.57,6,Production,New,High,Complex,High,High_Consumption,Moderate,High
-1.73,-2.45,-2.59,-2.1,-2.86,-1.83,-12.12, Industrial Equipment,Line D,TechCore Suppliers,25/10/2023,18.2,5,Quality_Control,Old,Low,Simple,Low,Low_Consumption,Rigid,Low
0.45,1.19,1.86,2.05,1.89,1.39,8.19, Consumer Goods,Line C,Industrial Innovations LLC,23/06/2023,8.46,12,Production,New,High,Complex,High,High_Consumption,Flexible,High
2.19,2.7,2.3,2.72,2.64,2.18,10.64, Precision Components,Line E,Precision Parts Supply,14/03/2023,6.01,16,Quality_Control,New,High,Complex,High,High_Consumption,Flexible,High
1.19,0.7,0.5,1.09,0.95,0.75,6.94, Industrial Equipment,Line D,MegaManufacturing Resources,25/03/2023,5.08,14,Maintenance,New,High,Complex,Medium,Medium_Consumption,Moderate,High
-0.58,-1.28,-0.62,-0.8,-0.66,-0.85,-1.51, Automotive Parts,Line B,Apex Industrial Solutions,28/02/2023,-2.16,3,Maintenance,Old,Medium,Moderate,Medium,Medium_Consumption,Rigid,Medium
-3.19,-2.41,-2.2,-1.91,-2.66,-2.31,-12.91, Precision Components,Line E,MegaManufacturing Resources,21/01/2023,9.42,14,Logistics,Old,Low,Simple,Low,Low_Consumption,Rigid,Low
-0.46,0.16,-0.37,-0.66,-0.57,-0.17,-2.84, Consumer Goods,Line C,Industrial Innovations LLC,06/06/2023,-7.43,13,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
1.26,1.18,1.17,0.95,1.15,1.68,1.42, Industrial Equipment,Line D,NorthStar Manufacturing,15/11/2023,0.5,20,Quality_Control,New,High,Complex,High,Medium_Consumption,Flexible,High
0.35,-0.61,0.53,0.17,0.11,-0.32,-2.43, Precision Components,Line E,Industrial Innovations LLC,25/11/2023,-3.6,10,Production,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-1.03,-1.06,-1.79,-1.41,-0.62,-0.8,-7.94, Automotive Parts,Line B,Advanced Materials Inc.,02/03/2023,144.14,23,Logistics,Old,Medium,Simple,Low,Medium_Consumption,Moderate,Low
1.02,-0.19,0.75,0.71,0.29,0.91,3.18, Industrial Equipment,Line D,Quantum Resource Group,05/03/2023,0.94,3,Quality_Control,New,High,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.94,-0.89,-0.63,-0.46,-0.59,-0.15,-3.56, Precision Components,Line E,EuroTrade Supplies,21/11/2023,-38.89,2,Production,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.32,1.12,0.67,0.85,0.35,0.79,0.96, Precision Components,Line E,Advanced Materials Inc.,17/06/2023,0.58,1,Production,New,High,Moderate,Medium,Medium_Consumption,Flexible,Medium
0.44,-0.01,0.3,-0.22,-0.79,-0.18,-0.85, Precision Components,Line E,Precision Parts Supply,22/07/2023,-0.53,19,Production,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.1,0.44,0.45,0.54,0.41,0.53,2.94, Electronics,Line A,GlobalTech Components,09/05/2023,5.07,9,Maintenance,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-1.39,-1.09,-1.8,-1.45,-1.71,-2.06,-6.92, Consumer Goods,Line C,MegaManufacturing Resources,02/09/2023,26.9,12,Production,Old,Low,Simple,Low,Low_Consumption,Moderate,Low
-1.42,-1.93,-1.95,-1.82,-1.25,-1.74,-11.74, Industrial Equipment,Line D,TechCore Suppliers,16/04/2023,25.19,19,Maintenance,Old,Low,Simple,Low,Low_Consumption,Rigid,Low
-0.27,0.2,0.03,0.98,0.56,0.53,1.46, Industrial Equipment,Line D,Advanced Materials Inc.,17/11/2023,1.59,20,Production,Medium,Medium,Complex,Medium,Medium_Consumption,Moderate,High
-0.15,-0.08,-0.97,-0.24,-0.62,-0.79,-4.86, Industrial Equipment,Line D,Apex Industrial Solutions,02/05/2023,-3.43,22,Production,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.38,-0.28,-0.27,-0.61,-0.17,0.02,0.85, Precision Components,Line E,MegaManufacturing Resources,14/11/2023,0.98,17,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.79,-1.09,0.03,-0.22,-0.38,-0.16,-0.69, Consumer Goods,Line C,Advanced Materials Inc.,01/07/2023,-2.63,20,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.9,0.7,0.78,0.29,1.06,0.17,1.58, Automotive Parts,Line B,NorthStar Manufacturing,13/04/2023,1.42,15,Quality_Control,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.81,-0.72,-0.17,-0.36,-0.08,0.16,-2.96, Industrial Equipment,Line D,EuroTrade Supplies,12/11/2023,-30.9,10,Production,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.4,0.66,0.5,-0.15,0.3,0.14,0.68, Consumer Goods,Line C,Industrial Innovations LLC,29/10/2023,0.93,9,Maintenance,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.26,-0.67,-0.98,-0.87,-0.76,-0.67,-7.51, Consumer Goods,Line C,Industrial Innovations LLC,18/09/2023,-18.36,8,Quality_Control,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.21,-0.4,0.21,-0.17,-1,-0.71,-0.91, Electronics,Line A,Advanced Materials Inc.,23/04/2023,-1.43,11,Quality_Control,Medium,Medium,Moderate,Medium,Low_Consumption,Moderate,Medium
-0.55,0.21,0.08,-0.1,-0.93,-0.89,-2.29, Industrial Equipment,Line D,Precision Parts Supply,11/03/2023,-6.12,18,Maintenance,Medium,Medium,Moderate,Medium,Low_Consumption,Moderate,Medium
-0.33,0.23,-0.64,0.35,-0.25,-0.18,1.03, Precision Components,Line E,Apex Industrial Solutions,09/06/2023,1.87,0,Production,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.58,-1.42,-0.04,-0.25,-0.43,-0.09,-4.21, Consumer Goods,Line C,Precision Parts Supply,28/08/2023,-16.17,17,Quality_Control,Medium,Medium,Moderate,Medium,Medium_Consumption,Rigid,Medium
0.36,0.4,1.01,1.16,0.41,-0.06,1.6, Consumer Goods,Line C,MegaManufacturing Resources,11/01/2023,1.65,13,Production,New,Medium,Complex,High,Medium_Consumption,Moderate,High
-2.2,-1.37,-1.78,-1.8,-1.68,-2.15,-11.77, Automotive Parts,Line B,Quantum Resource Group,18/05/2023,6.86,21,Production,Old,Low,Simple,Low,Low_Consumption,Rigid,Low
-0.55,-0.94,-0.59,-1.7,-1.84,-1.24,-7.42, Electronics,Line A,EuroTrade Supplies,16/06/2023,-13.32,20,Quality_Control,Old,Low,Simple,Medium,Low_Consumption,Moderate,Low
-0.03,0.68,0.69,0.46,0,0.06,-0.59, Consumer Goods,Line C,EuroTrade Supplies,04/09/2023,-0.72,0,Maintenance,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.63,-0.03,-0.67,-0.56,0.1,0.32,1.6, Consumer Goods,Line C,Industrial Innovations LLC,20/12/2023,1.76,16,Production,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-1.02,0.13,-0.1,-0.18,-0.3,-0.71,-3.07, Precision Components,Line E,EuroTrade Supplies,31/01/2023,368.45,10,Logistics,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.06,-0.31,0.06,0.41,0.29,-0.12,0.56, Precision Components,Line E,Precision Parts Supply,12/01/2023,0.47,19,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.87,-0.95,-0.24,-0.33,-0.64,-0.5,-3.56, Automotive Parts,Line B,Apex Industrial Solutions,31/08/2023,-44.95,14,Quality_Control,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.31,0.09,-0.08,-0.19,0.13,-0.05,-2.12, Automotive Parts,Line B,Apex Industrial Solutions,18/04/2023,-0.97,3,Logistics,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.19,-0.28,0.04,0.24,0.62,0.55,0.52, Automotive Parts,Line B,Industrial Innovations LLC,02/12/2023,1.04,14,Production,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.21,0.03,0.32,-0.03,0.35,-0.53,1.33, Precision Components,Line E,Advanced Materials Inc.,19/11/2023,0.77,21,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.72,-0.06,0.34,0.52,0.65,0.55,0.1, Precision Components,Line E,Apex Industrial Solutions,13/07/2023,0.04,21,Logistics,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.47,-0.92,-0.51,-0.77,-0.26,-0.39,-1.27, Electronics,Line A,Precision Parts Supply,04/11/2023,-3.4,13,Maintenance,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-1.09,-0.98,-0.81,0.2,-0.64,0.07,-4.14, Industrial Equipment,Line D,GlobalTech Components,13/05/2023,33.07,21,Production,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.29,-1.04,-0.08,-0.48,0.08,-0.15,-2.44, Industrial Equipment,Line D,Advanced Materials Inc.,08/10/2023,-4.12,0,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.91,-1.11,-0.57,-1.16,-1.02,-0.33,-3.22, Electronics,Line A,Quantum Resource Group,18/10/2023,-65.23,8,Logistics,Old,Medium,Simple,Medium,Low_Consumption,Rigid,Low
-1.57,-1.28,-1.47,-2.29,-1.68,-1.93,-9.63, Industrial Equipment,Line D,TechCore Suppliers,12/06/2023,25.13,6,Maintenance,Old,Low,Simple,Low,Low_Consumption,Rigid,Low
0.81,-0.06,0.35,0.57,-0.17,0.07,1.38, Precision Components,Line E,NorthStar Manufacturing,05/10/2023,0.46,22,Quality_Control,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-1.21,-1.23,-0.98,-1.12,-0.69,-1.73,-6.34, Industrial Equipment,Line D,EuroTrade Supplies,22/07/2023,58.96,10,Quality_Control,Old,Low,Simple,Medium,Medium_Consumption,Rigid,Low
-1.45,-1.65,-1.34,-1.36,-2.05,-0.88,-6.91, Precision Components,Line E,EuroTrade Supplies,06/04/2023,9.24,22,Logistics,Old,Medium,Simple,Low,Low_Consumption,Rigid,Low
-1.87,-2.44,-1.53,-2.6,-2.14,-1.81,-14.43, Electronics,Line A,GlobalTech Components,11/08/2023,13.24,1,Maintenance,Old,Low,Simple,Low,Low_Consumption,Rigid,Low
-0.28,-0.7,-0.31,-0.22,0.29,0,-4.26, Automotive Parts,Line B,Advanced Materials Inc.,25/08/2023,-4.71,1,Logistics,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.89,0.77,0.32,0.1,0.22,0.78,3.64, Electronics,Line A,Industrial Innovations LLC,27/04/2023,2.12,5,Maintenance,Medium,High,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.35,0.68,0.91,0.97,0.69,0.4,5.15, Industrial Equipment,Line D,Precision Parts Supply,11/07/2023,2.29,22,Production,New,Medium,Complex,Medium,Medium_Consumption,Moderate,High
1.23,1.12,1.14,0.92,1.19,0.57,3.43, Precision Components,Line E,GlobalTech Components,03/10/2023,1.85,18,Quality_Control,New,Medium,Moderate,High,High_Consumption,Flexible,Medium
-0.02,-0.13,-0.98,-0.51,-0.23,-1.13,-2.95, Industrial Equipment,Line D,NorthStar Manufacturing,16/04/2023,-2.7,19,Production,Old,Low,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.02,-0.39,-0.12,-0.05,0.25,0.46,0.7, Industrial Equipment,Line D,Apex Industrial Solutions,04/01/2023,0.96,13,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
1.43,1.68,1.53,2.54,3.22,2.08,11.5, Automotive Parts,Line B,Industrial Innovations LLC,18/01/2023,3.31,2,Production,New,High,Complex,High,High_Consumption,Flexible,High
0.91,1.01,0.45,-0.16,0.54,0.22,-1.22, Industrial Equipment,Line D,TechCore Suppliers,03/11/2023,-0.96,6,Logistics,New,Medium,Moderate,Medium,Medium_Consumption,Flexible,Medium
-1.41,0.39,-1.45,0.06,-0.73,-1.18,-5.23, Automotive Parts,Line B,Industrial Innovations LLC,20/01/2023,19.06,6,Logistics,Old,Low,Moderate,Low,Medium_Consumption,Moderate,Medium
0.46,0.17,0.23,0.39,0.28,0.08,0.72, Precision Components,Line E,GlobalTech Components,02/05/2023,0.3,3,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
1.93,1.15,1.33,1.69,1.18,1.21,8.26, Precision Components,Line E,Quantum Resource Group,17/05/2023,1.69,22,Quality_Control,New,High,Complex,High,Medium_Consumption,Flexible,High
0.58,0.7,0.16,0.8,0,0.77,6.94, Automotive Parts,Line B,GlobalTech Components,21/03/2023,2.2,4,Logistics,Medium,High,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.13,0.65,-0.11,0.42,0.01,-0.12,0.36, Electronics,Line A,GlobalTech Components,03/06/2023,0.58,16,Quality_Control,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.1,0.23,0.15,0.27,0.18,0.16,-1.63, Precision Components,Line E,GlobalTech Components,24/12/2023,-0.89,3,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-1.16,-1.42,-1.3,-1.2,-1.71,-2.04,-6.56, Electronics,Line A,Industrial Innovations LLC,25/01/2023,24.99,22,Quality_Control,Old,Low,Simple,Low,Low_Consumption,Rigid,Low
-0.13,-0.59,-1.14,-0.88,-0.71,-1.42,-1.7, Precision Components,Line E,GlobalTech Components,18/06/2023,-2.94,12,Maintenance,Old,Low,Moderate,Low,Medium_Consumption,Moderate,Medium
-1.15,-0.99,-0.61,-1.19,-0.73,-0.9,-4.39, Precision Components,Line E,Advanced Materials Inc.,28/02/2023,51.07,15,Production,Old,Medium,Simple,Medium,Medium_Consumption,Moderate,Low
-0.73,-1.25,0.19,0.15,0.22,0.91,-1.95, Consumer Goods,Line C,Industrial Innovations LLC,28/10/2023,-12.16,15,Maintenance,Medium,High,Moderate,Medium,Medium_Consumption,Rigid,Medium
-0.12,0.42,-0.84,-0.78,-0.9,-0.37,-0.45, Industrial Equipment,Line D,Apex Industrial Solutions,10/02/2023,-0.41,1,Production,Old,Medium,Moderate,Medium,Low_Consumption,Moderate,Medium
-1.12,-1.47,-1.24,-1.24,-0.5,-0.79,-4.03, Industrial Equipment,Line D,Advanced Materials Inc.,07/02/2023,53.31,17,Maintenance,Old,Medium,Simple,Low,Medium_Consumption,Rigid,Low
-1.11,-1.4,-1.19,-0.83,-0.78,-1.55,-7.49, Electronics,Line A,NorthStar Manufacturing,27/04/2023,85.47,0,Logistics,Old,Low,Moderate,Low,Medium_Consumption,Rigid,Medium
1.56,2.31,1.2,1.69,1.64,2.3,9.48, Industrial Equipment,Line D,Apex Industrial Solutions,02/10/2023,5.93,17,Logistics,New,High,Complex,High,High_Consumption,Flexible,High
-1.56,-1.34,-1.08,-0.83,-1.3,-0.98,-4.02, Electronics,Line A,TechCore Suppliers,27/09/2023,12.25,7,Quality_Control,Old,Medium,Moderate,Low,Low_Consumption,Rigid,Medium
-0.09,-0.97,-1.07,-0.81,-0.65,-0.48,-1.24, Precision Components,Line E,EuroTrade Supplies,07/05/2023,-2.73,10,Maintenance,Old,Medium,Moderate,Low,Medium_Consumption,Moderate,Medium
1.42,1.83,1.45,0.92,0.49,0.22,5.06, Consumer Goods,Line C,Industrial Innovations LLC,03/01/2023,1.04,23,Maintenance,New,Medium,Moderate,High,Medium_Consumption,Flexible,Medium
1.07,0.55,1.19,0.81,0.85,0.86,3.77, Consumer Goods,Line C,EuroTrade Supplies,20/10/2023,0.91,23,Maintenance,New,High,Moderate,High,Medium_Consumption,Moderate,Medium
1.15,2.2,1.53,1.52,2.08,2.18,10.96, Precision Components,Line E,Industrial Innovations LLC,16/01/2023,8.15,14,Quality_Control,New,High,Complex,High,High_Consumption,Flexible,High
-1.04,-0.96,-0.14,0.06,-0.37,-0.29,-4.39, Automotive Parts,Line B,Apex Industrial Solutions,22/09/2023,202.49,15,Logistics,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.65,1.28,0.84,0.87,2.3,1.25,6.66, Automotive Parts,Line B,TechCore Suppliers,27/08/2023,7.28,16,Maintenance,New,High,Moderate,Medium,High_Consumption,Flexible,Medium
0.48,0.38,0.74,0.78,0.15,-0.01,-0.38, Industrial Equipment,Line D,Precision Parts Supply,20/09/2023,-0.46,16,Quality_Control,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
1.47,1.77,1.68,1.92,1.92,1.69,10.5, Electronics,Line A,Precision Parts Supply,14/05/2023,8.08,11,Maintenance,New,High,Complex,High,High_Consumption,Flexible,High
2.16,1.86,2.58,2.54,2.39,2.38,11.01, Consumer Goods,Line C,Advanced Materials Inc.,01/08/2023,6.63,9,Production,New,High,Complex,High,High_Consumption,Flexible,High
0.56,0.26,0.12,0.2,0.18,0.59,3.87, Industrial Equipment,Line D,GlobalTech Components,15/01/2023,2.23,19,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.84,0.05,1.21,0.31,0.33,0.56,3.63, Precision Components,Line E,GlobalTech Components,24/11/2023,2.17,5,Production,New,Medium,Moderate,High,Medium_Consumption,Moderate,Medium
0.38,-0.36,-0.71,-0.76,-0.39,-0.52,-4.14, Consumer Goods,Line C,Precision Parts Supply,26/12/2023,-5.1,7,Quality_Control,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-1.77,-1.76,-1.94,-1.55,-1.12,-1.57,-5.46, Electronics,Line A,Apex Industrial Solutions,09/05/2023,10.64,12,Quality_Control,Old,Low,Simple,Low,Low_Consumption,Rigid,Low
-0.24,-0.58,-0.45,-0.01,0.04,-0.54,1.3, Electronics,Line A,TechCore Suppliers,18/12/2023,1.37,1,Logistics,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-1.73,-1.52,-1.91,-1.07,-1.71,-1.9,-6.53, Automotive Parts,Line B,Advanced Materials Inc.,02/05/2023,10.81,18,Maintenance,Old,Low,Simple,Low,Low_Consumption,Rigid,Low
0.11,0.68,-0.6,-0.31,-0.79,-0.2,-2.31, Industrial Equipment,Line D,Apex Industrial Solutions,29/08/2023,-1.46,21,Quality_Control,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.49,-0.17,-0.06,-0.12,0.36,-0.85,-1.67, Precision Components,Line E,GlobalTech Components,25/04/2023,-6.22,9,Logistics,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.09,0.55,-0.26,0.47,0.46,-0.29,1.06, Consumer Goods,Line C,Advanced Materials Inc.,16/07/2023,0.58,3,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
1.86,1.89,1.44,2.1,1.5,1.37,7.09, Electronics,Line A,EuroTrade Supplies,10/08/2023,4.71,11,Quality_Control,New,High,Complex,High,High_Consumption,Flexible,High
-0.83,-0.73,-1.22,-0.74,-1.11,-1.2,-1.79, Consumer Goods,Line C,MegaManufacturing Resources,02/08/2023,-16.46,17,Production,Old,Low,Moderate,Low,Low_Consumption,Moderate,Medium
-1.06,-1.27,-2,-1.4,-1.59,-1.91,-7.37, Precision Components,Line E,NorthStar Manufacturing,21/03/2023,182.11,6,Quality_Control,Old,Low,Simple,Low,Low_Consumption,Rigid,Low
-0.75,-0.9,-0.71,-0.6,0.3,0.14,-6.9, Consumer Goods,Line C,Advanced Materials Inc.,20/09/2023,-25.26,19,Production,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.11,-0.6,-0.27,-0.17,-0.89,-0.13,-1.15, Industrial Equipment,Line D,GlobalTech Components,15/05/2023,-0.65,23,Logistics,Medium,Medium,Moderate,Medium,Low_Consumption,Moderate,Medium
0.23,0.18,0.59,0.73,0.47,0.48,1.61, Automotive Parts,Line B,Apex Industrial Solutions,02/11/2023,0.65,23,Logistics,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
2.23,1.94,1.86,1.71,1.54,1.41,8.65, Consumer Goods,Line C,EuroTrade Supplies,30/08/2023,1.61,22,Maintenance,New,High,Complex,High,High_Consumption,Flexible,High
1.94,2.14,1.74,1.17,1.28,1.44,7.31, Automotive Parts,Line B,NorthStar Manufacturing,30/10/2023,1.49,3,Maintenance,New,High,Complex,High,High_Consumption,Flexible,High
-0.26,-1.07,0.13,-0.55,-0.27,-0.62,-0.71, Precision Components,Line E,NorthStar Manufacturing,27/09/2023,-1.43,6,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.02,-0.49,-0.48,-0.71,-0.29,-0.44,0.02, Automotive Parts,Line B,Advanced Materials Inc.,14/10/2023,0.04,9,Logistics,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
